n,ecg_data_interp,ecg_signal_quant
1061,1.45613907267175,7573
1062,1.45403202408105,7562
1063,1.45381241188581,7561
1064,1.45538961038759,7569
1065,1.45805602955911,7583
1066,1.4614789254537,7601
1067,1.46488277258877,7619
1068,1.46746753246554,7632
1069,1.46733053743661,7632
1070,1.46608123686204,7625
1071,1.46421929995558,7615
1072,1.46220779220581,7605
1073,1.4604241787566,7596
1074,1.45875470899834,7587
1075,1.45697976072003,7578
1076,1.45480519480319,7566
1077,1.45076820984173,7545
1078,1.44686066062637,7525
1079,1.44388532829681,7510
1080,1.44253246753044,7503
1081,1.44297643249343,7505
1082,1.44564899714355,7519
1083,1.4503183135015,7543
1084,1.45636363636163,7574
1085,1.46221914624638,7605
1086,1.46795987893051,7635
1087,1.47295319545517,7661
1088,1.47662337662142,7680
1089,1.47775131205567,7686
1090,1.47736571339552,7684
1091,1.47582690784894,7676
1092,1.47350649350453,7664
1093,1.47030272735019,7647
1094,1.46703056293435,7630
1095,1.46392602052489,7614
1096,1.46103896103697,7599
1097,1.45752811775051,7581
1098,1.45443414657025,7564
1099,1.45194472927184,7551
1100,1.45012987012786,7542
1101,1.44839781982055,7533
1102,1.44751684294229,7528
1103,1.4475860958293,7529
1104,1.44857142856941,7534
1105,1.44957893118805,7539
1106,1.451529034624,7549
1107,1.45443986819753,7564
1108,1.45811688311488,7584
1109,1.46179862187961,7603
1110,1.46551763391699,7622
1111,1.46884951380384,7639
1112,1.47136363636165,7652
1113,1.47179376241146,7655
1114,1.47146907188162,7653
1115,1.47086015698296,7650
1116,1.47038961038762,7647
1117,1.46994201572476,7645
1118,1.47020400617997,7646
1119,1.47120900619488,7652
1120,1.47272727272528,7660
1121,1.47365582658657,7664
1122,1.47455526987249,7669
1123,1.47523259894693,7673
1124,1.47545454545255,7674
1125,1.47429394377317,7668
1126,1.47271101280764,7659
1127,1.47095827768261,7650
1128,1.46922077921878,7641
1129,1.46713265848922,7630
1130,1.46538623627523,7621
1131,1.46408283922872,7615
1132,1.46318181817981,7610
1133,1.46169535975733,7602
1134,1.46076256734043,7597
1135,1.46055083333578,7596
1136,1.46103896103696,7599
1137,1.46170200328815,7602
1138,1.46265121594733,7607
1139,1.46358042201097,7612
1140,1.46415584415384,7615
1141,1.46317061403479,7610
1142,1.46201628265632,7604
1143,1.46117555271653,7600
1144,1.46103896103696,7599
1145,1.46140685966052,7601
1146,1.46284112852935,7608
1147,1.4652020404414,7620
1148,1.46805194804997,7635
1149,1.47005909292348,7646
1150,1.47156635135958,7654
1151,1.47218939971782,7657
1152,1.47155844155648,7654
1153,1.46872212135003,7639
1154,1.46462540106519,7617
1155,1.45964937140671,7592
1156,1.45422077921879,7563
1157,1.44815504105645,7532
1158,1.44279692842869,7504
1159,1.4387295784648,7483
1160,1.43629870129667,7470
1161,1.43500579817331,7463
1162,1.43561232505144,7467
1163,1.43803476437052,7479
1164,1.44194805194602,7500
1165,1.44625229063127,7522
1166,1.45134510955797,7548
1167,1.45695936582488,7578
1168,1.4627922077902,7608
1169,1.46777249869668,7634
1170,1.47283491323978,7660
1171,1.4780781076168,7687
1172,1.48344155843958,7715
1173,1.4883679301139,7741
1174,1.49289436938792,7764
1175,1.49660758219629,7784
1176,1.49902597402402,7796
1177,1.4986769868663,7795
1178,1.49690567928098,7785
1179,1.49406785457857,7771
1180,1.49045454545259,7752
1181,1.48606151092426,7729
1182,1.48113105560336,7703
1183,1.47561642260658,7675
1184,1.46941558441359,7642
1185,1.46140635859799,7601
1186,1.4533728638752,7559
1187,1.44603970804235,7521
1188,1.43999999999798,7489
1189,1.43535988041605,7465
1190,1.43256383392192,7451
1191,1.43150430155839,7445
1192,1.43181818181615,7447
1193,1.43221399594448,7449
1194,1.43341399214534,7455
1195,1.43533284856552,7465
1196,1.43785714285513,7478
1197,1.44013217761794,7490
1198,1.44311930513733,7506
1199,1.44693788557142,7525
1200,1.45149350649152,7549
1201,1.45609614183387,7573
1202,1.46078351818192,7597
1203,1.46507819248757,7620
1204,1.46844155843959,7637
1205,1.46947138354009,7643
1206,1.46934529601543,7642
1207,1.46842134305993,7637
1208,1.46707792207594,7630
1209,1.4652288495098,7621
1210,1.46374238071918,7613
1211,1.4629032467139,7608
1212,1.4627922077902,7608
1213,1.46256953378112,7607
1214,1.4631832312278,7610
1215,1.46467093967283,7618
1216,1.46688311688111,7629
1217,1.46905503503441,7640
1218,1.47149712517451,7653
1219,1.47398104862769,7666
1220,1.47623376623177,7678
1221,1.47711629470559,7682
1222,1.4778144719115,7686
1223,1.47858878201459,7690
1224,1.47954545454347,7695
1225,1.48032156411848,7699
1226,1.48101389263512,7703
1227,1.48128581055127,7704
1228,1.4807142857123,7701
1229,1.47790993882694,7687
1230,1.47423052102953,7667
1231,1.4700989513148,7646
1232,1.46590909090709,7624
1233,1.4616632886994,7602
1234,1.45796519638178,7583
1235,1.45496443976186,7567
1236,1.45266233766031,7555
1237,1.45008815867866,7542
1238,1.44853653868138,7534
1239,1.44831355990982,7533
1240,1.44954545454342,7539
1241,1.45164118030668,7550
1242,1.45508052157642,7568
1243,1.45960569599226,7591
1244,1.46474025973825,7618
1245,1.46934842985736,7642
1246,1.47361626363834,7664
1247,1.47722621971535,7683
1248,1.47993506493307,7697
1249,1.48067675700401,7701
1250,1.48098875109966,7703
1251,1.48145093590164,7705
1252,1.48246753246554,7710
1253,1.48395059736977,7718
1254,1.48600885540608,7729
1255,1.48824574394018,7740
1256,1.49006493506294,7750
1257,1.48982329489564,7749
1258,1.4885951874768,7742
1259,1.48653494023777,7731
1260,1.48383116882917,7717
1261,1.48032521067958,7699
1262,1.47670911067321,7680
1263,1.47326594717776,7662
1264,1.47019480519276,7646
1265,1.46676200998033,7629
1266,1.46442785605228,7616
1267,1.4636287226794,7612
1268,1.4645454545434,7617
1269,1.46669118179147,7628
1270,1.47025644139184,7647
1271,1.47480829468759,7670
1272,1.47974025973823,7696
1273,1.48358813491919,7716
1274,1.48704925634098,7734
1275,1.49006533712066,7750
1276,1.49259740259539,7763
1277,1.49393694090565,7770
1278,1.49506589154466,7776
1279,1.49617924207709,7782
1280,1.49727272727072,7787
1281,1.4977613489187,7790
1282,1.49786976315936,7790
1283,1.49734208636097,7788
1284,1.49590909090706,7780
1285,1.49234066978748,7762
1286,1.48833135812201,7741
1287,1.4845776426213,7721
1288,1.48168831168624,7706
1289,1.47982453506956,7696
1290,1.47950791624514,7695
1291,1.48073189164461,7701
1292,1.48324675324466,7714
1293,1.48579081416738,7728
1294,1.48932689381655,7746
1295,1.4938880004442,7770
1296,1.4994155844135,7798
1297,1.50518136391468,7828
1298,1.51181128907871,7863
1299,1.51920710643702,7901
1300,1.52707792207586,7942
1301,1.53433815646944,7980
1302,1.54138977521774,8017
1303,1.54788621225038,8050
1304,1.55337662337459,8079
1305,1.55672771041415,8096
1306,1.55851148292144,8106
1307,1.55869284515148,8107
1308,1.55727272727068,8099
1309,1.55354221342888,8080
1310,1.54883709794372,8055
1311,1.54370376324626,8029
1312,1.53857142856933,8002
1313,1.5332463757464,7974
1314,1.52857077877702,7950
1315,1.52474635667703,7930
1316,1.52181818181604,7915
1317,1.51890263055767,7900
1318,1.51725095712973,7891
1319,1.51719061484982,7891
1320,1.51889610389394,7900
1321,1.52180873903247,7915
1322,1.52659672037427,7940
1323,1.53314729261439,7974
1324,1.54110389610175,8015
1325,1.54928475100969,8058
1326,1.55801454262808,8103
1327,1.56687998685111,8149
1328,1.5753896103875,8194
1329,1.58220354095307,8229
1330,1.58816498839486,8260
1331,1.59326361898182,8286
1332,1.5974025974005,8308
1333,1.59999680387345,8322
1334,1.60138630027526,8329
1335,1.6014670086442,8329
1336,1.60012987012776,8322
1337,1.59635286283413,8303
1338,1.59179616800025,8279
1339,1.58714958350489,8255
1340,1.58298701298486,8233
1341,1.57930295576459,8214
1342,1.57679223972822,8201
1343,1.57549566058814,8194
1344,1.57519480519263,8193
1345,1.57462752785657,8190
1346,1.5747140517242,8190
1347,1.57541016063827,8194
1348,1.57655844155628,8200
1349,1.57744206050217,8204
1350,1.57847029442925,8210
1351,1.5795282494339,8215
1352,1.58045454545239,8220
1353,1.58020820151548,8219
1354,1.58004602950398,8218
1355,1.58027691842138,8219
1356,1.58103896103682,8223
1357,1.58180273749133,8227
1358,1.58297543812168,8233
1359,1.58429451699901,8240
1360,1.58532467532255,8245
1361,1.58474506740409,8242
1362,1.58338681555872,8235
1363,1.58129120676313,8224
1364,1.57850649350437,8210
1365,1.57441168983328,8188
1366,1.57012980300638,8166
1367,1.56603141583926,8145
1368,1.56233766233552,8126
1369,1.55860421098687,8106
1370,1.55553201595975,8090
1371,1.55316761585819,8078
1372,1.55142857142641,8069
1373,1.54925530196251,8058
1374,1.54792634172249,8051
1375,1.54771291719148,8050
1376,1.54870129869915,8055
1377,1.55039559760954,8064
1378,1.55300485354055,8077
1379,1.55617664689806,8094
1380,1.55941558441347,8110
1381,1.56124722592363,8120
1382,1.56267646980209,8127
1383,1.56376111378614,8133
1384,1.56448051947844,8137
1385,1.56427903493917,8136
1386,1.56357185737151,8132
1387,1.56222449109026,8125
1388,1.55999999999793,8113
1389,1.55572936231514,8091
1390,1.55061888626582,8065
1391,1.54495795699718,8035
1392,1.53896103895895,8004
1393,1.53238721352602,7970
1394,1.52585604498337,7936
1395,1.51955488387767,7903
1396,1.51363636363423,7872
1397,1.50726279274411,7839
1398,1.50226276045567,7813
1399,1.49935960593676,7798
1400,1.49902597402382,7796
1401,1.50104968362779,7807
1402,1.50567101964263,7831
1403,1.5124072119299,7866
1404,1.52045454545244,7908
1405,1.52805913828127,7947
1406,1.53546179468118,7986
1407,1.54216099488554,8021
1408,1.54772727272522,8050
1409,1.55106559336823,8067
1410,1.55320992371437,8078
1411,1.55443816592837,8085
1412,1.55493506493302,8087
1413,1.55438244386906,8084
1414,1.55320176943121,8078
1415,1.55130600815041,8068
1416,1.54850649350444,8054
1417,1.54366934578068,8029
1418,1.53818770642075,8000
1419,1.53252623630092,7971
1420,1.52707792207584,7942
1421,1.52161976251395,7914
1422,1.51701005706184,7890
1423,1.51340299328075,7871
1424,1.51071428571219,7857
1425,1.5080024343201,7843
1426,1.50592618785757,7832
1427,1.50436709245232,7824
1428,1.5031168831148,7818
1429,1.50129971688471,7808
1430,1.49969767387733,7800
1431,1.49845152915266,7793
1432,1.49766233766025,7789
1433,1.49666212480334,7784
1434,1.49658536590649,7784
1435,1.49769060065971,7789
1436,1.49999999999793,7801
1437,1.5027989502543,7816
1438,1.50638883795304,7835
1439,1.51037753492816,7855
1440,1.51422077921874,7875
1441,1.51649654721909,7887
1442,1.51798485979778,7895
1443,1.51866439728695,7899
1444,1.51850649350447,7898
1445,1.51695659033818,7890
1446,1.5147499226612,7878
1447,1.51205565706616,7864
1448,1.508961038959,7848
1449,1.50481222810652,7826
1450,1.50068003850148,7805
1451,1.49687188491945,7785
1452,1.49357142856938,7768
1453,1.49023522874811,7751
1454,1.48776248733217,7738
1455,1.4862923394518,7730
1456,1.48577922077717,7727
1457,1.48538224528407,7725
1458,1.48575573298967,7727
1459,1.48676683290504,7733
1460,1.48811688311488,7740
1461,1.48888963040563,7744
1462,1.48936446886607,7746
1463,1.48927172063215,7746
1464,1.48831168830973,7741
1465,1.4853242981695,7725
1466,1.48147207856768,7705
1467,1.47698717178375,7682
1468,1.47194805194612,7656
1469,1.4659837443754,7625
1470,1.45919027907969,7589
1471,1.45128177058928,7548
1472,1.44194805194612,7500
1473,1.43005830678728,7438
1474,1.41712641793937,7370
1475,1.40388289874638,7302
1476,1.39110389610193,7235
1477,1.37904425081831,7172
1478,1.36901200965957,7120
1479,1.36158779185795,7082
1480,1.35701298701099,7058
1481,1.35457835639353,7045
1482,1.35484694697642,7046
1483,1.35747823682969,7060
1484,1.36188311688117,7083
1485,1.36670115855556,7108
1486,1.37213237400021,7136
1487,1.37774375230873,7166
1488,1.38311688311499,7194
1489,1.38723789089035,7215
1490,1.39085433248608,7234
1491,1.39407481940653,7251
1492,1.39694805194618,7265
1493,1.39889408448445,7276
1494,1.4006057992161,7284
1495,1.40208851725791,7292
1496,1.40318181817996,7298
1497,1.40298024456303,7297
1498,1.40213079833153,7292
1499,1.40060050653578,7284
1500,1.39831168830982,7273
1501,1.39457009926706,7253
1502,1.39030129559797,7231
1503,1.38581307566885,7208
1504,1.38136363636174,7184
1505,1.37652552019909,7159
1506,1.37239225692683,7138
1507,1.36928965930341,7122
1508,1.36733766233574,7111
1509,1.36598036773316,7104
1510,1.36570516996899,7103
1511,1.36637274056277,7106
1512,1.36772727272535,7113
1513,1.36876618229327,7119
1514,1.37033621510331,7127
1515,1.3725656766647,7139
1516,1.37551948051756,7154
1517,1.37848604343311,7169
1518,1.3824052729827,7190
1519,1.38733158148933,7215
1520,1.39305194805004,7245
1521,1.39883525877361,7275
1522,1.40444903189312,7304
1523,1.40931736572282,7330
1524,1.41292207792017,7349
1525,1.41381455868626,7353
1526,1.4137627974965,7353
1527,1.4135472697957,7352
1528,1.41389610389417,7354
1529,1.41525459336149,7361
1530,1.41790694768714,7374
1531,1.42173870601138,7394
1532,1.42636363636168,7418
1533,1.43022492642275,7439
1534,1.43441273396836,7460
1535,1.43893689068242,7484
1536,1.44370129869935,7509
1537,1.44822153819963,7532
1538,1.45255936288985,7555
1539,1.45642346732043,7575
1540,1.45948051947858,7591
1541,1.46056093681627,7596
1542,1.46086630401992,7598
1543,1.46074203929487,7597
1544,1.4604545454526,7596
1545,1.45976887555452,7592
1546,1.4592008737832,7589
1547,1.4587174544474,7587
1548,1.45811688311492,7584
1549,1.45625579726499,7574
1550,1.45416716324022,7563
1551,1.45198306627516,7552
1552,1.44974025973829,7540
1553,1.44697211597176,7526
1554,1.44418308803315,7511
1555,1.44140651744344,7497
1556,1.43863636363436,7482
1557,1.43507288384473,7464
1558,1.4320689283599,7448
1559,1.43013959617168,7438
1560,1.42967532467329,7436
1561,1.43038767400566,7439
1562,1.43304017161717,7453
1563,1.43763534145206,7477
1564,1.44389610389407,7510
1565,1.45068193248797,7545
1566,1.4583563962748,7585
1567,1.46651880995869,7627
1568,1.47467532467333,7670
1569,1.48161880500486,7706
1570,1.48793592817507,7739
1571,1.49352616172858,7768
1572,1.49824675324479,7792
1573,1.50136328649159,7809
1574,1.50350993479828,7820
1575,1.50470316984639,7826
1576,1.50487012986816,7827
1577,1.50322475545612,7818
1578,1.50065111653524,7805
1579,1.49733114708484,7788
1580,1.49337662337463,7767
1581,1.48821845443886,7740
1582,1.4828698601886,7712
1583,1.47764107644823,7685
1584,1.47272727272525,7660
1585,1.46761160391503,7633
1586,1.46323222081191,7610
1587,1.45979285761112,7592
1588,1.45733766233563,7580
1589,1.45518501596474,7568
1590,1.45406053045416,7562
1591,1.45397577821695,7562
1592,1.45480519480317,7566
1593,1.45565049967046,7571
1594,1.45725215657477,7579
1595,1.45956774359773,7591
1596,1.4624025974006,7606
1597,1.4648067609546,7618
1598,1.46730407405289,7631
1599,1.469672354179,7644
1600,1.47155844155648,7654
1601,1.47201210297452,7656
1602,1.47142016761392,7653
1603,1.46966749174933,7644
1604,1.46668831168635,7628
1605,1.46163913550591,7602
1606,1.45604387663593,7573
1607,1.45054652496105,7544
1608,1.44564935064737,7519
1609,1.44134264623162,7496
1610,1.43809999992244,7479
1611,1.43585577297455,7468
1612,1.43435064934865,7460
1613,1.43231547729693,7449
1614,1.4308867180048,7442
1615,1.43024104258245,7439
1616,1.43045454545256,7440
1617,1.4311177501637,7443
1618,1.43257365105982,7451
1619,1.4346597219443,7462
1620,1.43707792207596,7474
1621,1.43867276373248,7482
1622,1.44031187644193,7491
1623,1.44201705729873,7500
1624,1.44370129869936,7509
1625,1.44466118163577,7514
1626,1.4453634216117,7517
1627,1.44565301404381,7519
1628,1.44525974025782,7517
1629,1.44310600237415,7506
1630,1.44005881091231,7490
1631,1.4362147338397,7470
1632,1.43162337662145,7446
1633,1.42587870221893,7416
1634,1.41966371510443,7384
1635,1.4132401083116,7350
1636,1.40688311688114,7317
1637,1.40002052666951,7281
1638,1.39442444288211,7252
1639,1.39088222779927,7234
1640,1.38993506493305,7229
1641,1.39149611116099,7237
1642,1.39583329424618,7260
1643,1.40255659554969,7295
1644,1.41097402597204,7338
1645,1.41937562068844,7382
1646,1.42821225622183,7428
1647,1.43705830909117,7474
1648,1.44545454545262,7518
1649,1.45241963356373,7554
1650,1.45826655533572,7584
1651,1.46278180136644,7608
1652,1.4657142857124,7623
1653,1.46627474269259,7626
1654,1.46508368875989,7620
1655,1.46225419674089,7605
1656,1.45792207792018,7583
1657,1.45147075371233,7549
1658,1.44438451016364,7512
1659,1.43729183823675,7475
1660,1.43064935064741,7441
1661,1.42431858418085,7408
1662,1.41885999461063,7379
1663,1.4142301886781,7355
1664,1.41019480519285,7334
1665,1.40561710614528,7311
1666,1.40145378563,7289
1667,1.39782909074738,7270
1668,1.39480519480324,7254
1669,1.39193307823407,7239
1670,1.38981482705004,7228
1671,1.3885149072028,7222
1672,1.38798701298506,7219
1673,1.38743002201932,7216
1674,1.38773890093172,7218
1675,1.38903518564895,7224
1676,1.39129870129676,7236
1677,1.39367709066395,7248
1678,1.39694618402591,7265
1679,1.40100326131014,7287
1680,1.40551948051757,7310
1681,1.40962878065589,7331
1682,1.4132465497916,7350
1683,1.41590638901424,7364
1684,1.41720779220589,7371
1685,1.41584625839731,7364
1686,1.41353288204415,7352
1687,1.41098746013232,7338
1688,1.40883116882925,7327
1689,1.40741040887139,7320
1690,1.40685958053281,7317
1691,1.40699785015101,7318
1692,1.40746753246559,7320
1693,1.40678436192625,7317
1694,1.40641154244029,7315
1695,1.40673472001501,7316
1696,1.40805194805,7323
1697,1.41025492809367,7335
1698,1.4136011672736,7352
1699,1.41787744559698,7374
1700,1.4226623376604,7399
1701,1.42665372353452,7420
1702,1.43049726840981,7440
1703,1.43404005240658,7458
1704,1.43707792207602,7474
1705,1.43879680443487,7483
1706,1.43981878163095,7488
1707,1.44012848203963,7490
1708,1.4396103896085,7487
1709,1.437480581272,7476
1710,1.4344196808834,7460
1711,1.43046230559221,7440
1712,1.42558441558251,7414
1713,1.41913424899917,7381
1714,1.41207304749426,7344
1715,1.40475881975029,7306
1716,1.39753246753052,7268
1717,1.39015945341232,7230
1718,1.38382752773097,7197
1719,1.37907777621394,7173
1720,1.37629870129671,7158
1721,1.37487899682299,7151
1722,1.37609950118139,7157
1723,1.3801034453944,7178
1724,1.38662337662142,7212
1725,1.39489324293099,7255
1726,1.40406096758709,7302
1727,1.41302027416379,7349
1728,1.42071428571238,7389
1729,1.42502797309525,7412
1730,1.42765140547765,7425
1731,1.42919107899001,7433
1732,1.43025974025786,7439
1733,1.43140716934528,7445
1734,1.43250917181389,7450
1735,1.43326688425974,7454
1736,1.43318181817993,7454
1737,1.43059809428291,7440
1738,1.42692958974218,7421
1739,1.42253978455763,7399
1740,1.41779220779031,7374
1741,1.41268802151757,7347
1742,1.40784928147343,7322
1743,1.40344638524729,7299
1744,1.3994805194786,7279
1745,1.39506935774423,7256
1746,1.39122465386755,7236
1747,1.38808683225512,7219
1748,1.38564935064743,7207
1749,1.38334449504195,7195
1750,1.38158553016073,7186
1751,1.38026781732461,7179
1752,1.37922077921886,7173
1753,1.37751132873778,7164
1754,1.37619644057112,7158
1755,1.37554488614635,7154
1756,1.37571428571238,7155
1757,1.37621561701466,7158
1758,1.37765459178442,7165
1759,1.37993124438619,7177
1760,1.38272727272539,7191
1761,1.38498629880989,7203
1762,1.38706288482009,7214
1763,1.38868027413713,7222
1764,1.38954545454359,7227
1765,1.38864817283237,7222
1766,1.38702716461592,7214
1767,1.38497729032532,7203
1768,1.3827272727254,7191
1769,1.38009225025782,7178
1770,1.37756068949308,7165
1771,1.37519827786005,7152
1772,1.37298701298512,7141
1773,1.36992186387721,7125
1774,1.36752136291247,7112
1775,1.36625031996948,7106
1776,1.36636363636173,7106
1777,1.36767565985476,7113
1778,1.37012680161158,7126
1779,1.37326096220428,7142
1780,1.37649350649162,7159
1781,1.37832810361436,7169
1782,1.37981125435742,7176
1783,1.38114535021869,7183
1784,1.38253246753059,7190
1785,1.38370246041987,7197
1786,1.38527868516806,7205
1787,1.3872910935691,7215
1788,1.38954545454359,7227
1789,1.3909875390295,7234
1790,1.39218333621047,7241
1791,1.39291062137116,7244
1792,1.39285714285529,7244
1793,1.3911890196171,7236
1794,1.38841641807879,7221
1795,1.38462696450094,7201
1796,1.37999999999811,7177
1797,1.37407001682258,7146
1798,1.36843184997146,7117
1799,1.36389644243703,7094
1800,1.36110389610196,7079
1801,1.36000022409573,7073
1802,1.36130060172777,7080
1803,1.36492881276792,7099
1804,1.37045454545262,7128
1805,1.37657090109565,7159
1806,1.38340761885615,7195
1807,1.39039618510317,7231
1808,1.39694805194617,7265
1809,1.40186417120538,7291
1810,1.40580081283685,7312
1811,1.40881604670187,7327
1812,1.41097402597216,7338
1813,1.41178033699954,7343
1814,1.41202092436192,7344
1815,1.41182874921923,7343
1816,1.41116883116697,7339
1817,1.40931966787547,7330
1818,1.40687560078006,7317
1819,1.4038126760657,7301
1820,1.40006493506305,7282
1821,1.39482079278819,7254
1822,1.38930595043604,7226
1823,1.38398054064094,7198
1824,1.37922077921886,7173
1825,1.37489976625095,7151
1826,1.37170415540604,7134
1827,1.36977564916608,7124
1828,1.36909090908896,7121
1829,1.3686831534264,7118
1830,1.36965557199712,7124
1831,1.3721491795835,7136
1832,1.37610389610196,7157
1833,1.38088503794837,7182
1834,1.38658207784847,7212
1835,1.39276328930715,7244
1836,1.39889610389419,7276
1837,1.40364412927777,7300
1838,1.40784031925912,7322
1839,1.41156077732106,7341
1840,1.41487012986823,7359
1841,1.41726271158769,7371
1842,1.41950594491856,7383
1843,1.421713530945,7394
1844,1.42383116882926,7405
1845,1.42508248867859,7412
1846,1.42609095867252,7417
1847,1.4268140904735,7421
1848,1.42714285714093,7423
1849,1.42627564272848,7418
1850,1.42520679846405,7412
1851,1.42424431621043,7407
1852,1.4236363636344,7404
1853,1.42296487518771,7401
1854,1.42320823709894,7402
1855,1.42459652805645,7409
1856,1.42714285714087,7423
1857,1.43013718153212,7438
1858,1.43403156921998,7458
1859,1.43860413369578,7482
1860,1.44350649350452,7508
1861,1.44763175247973,7529
1862,1.45169110216917,7550
1863,1.45566841553385,7571
1864,1.45948051947857,7591
1865,1.46239534897102,7606
1866,1.4650732605471,7620
1867,1.4674773962473,7632
1868,1.46941558441364,7642
1869,1.46992975956902,7645
1870,1.46963096547202,7643
1871,1.46841306383578,7637
1872,1.46610389610195,7625
1873,1.4620360461829,7604
1874,1.45686556808795,7577
1875,1.45083774292376,7546
1876,1.44428571428372,7512
1877,1.43672590131881,7472
1878,1.43011757085042,7438
1879,1.42540507055955,7413
1880,1.42324675324471,7402
1881,1.42364434333893,7404
1882,1.42678689527349,7421
1883,1.43218589743313,7449
1884,1.43902597402396,7484
1885,1.44551947462927,7518
1886,1.45202296539236,7552
1887,1.45814216686959,7584
1888,1.46357142856945,7612
1889,1.46737643248608,7632
1890,1.47059410039485,7648
1891,1.47350363283682,7664
1892,1.4762337662318,7678
1893,1.47847507003498,7689
1894,1.4803100949402,7699
1895,1.48143494446288,7705
1896,1.48149350649153,7705
1897,1.47908557941191,7693
1898,1.475898962489,7676
1899,1.47256039104427,7659
1900,1.46961038960839,7643
1901,1.46717736633113,7631
1902,1.46565442566248,7623
1903,1.46494883326727,7619
1904,1.46474025973825,7618
1905,1.46381057640371,7613
1906,1.46298325570453,7609
1907,1.46230463533067,7605
1908,1.46181818181617,7603
1909,1.46089105767341,7598
1910,1.46059398152728,7596
1911,1.46120657679979,7600
1912,1.46279220779021,7608
1913,1.46477197525156,7618
1914,1.46734726653923,7632
1915,1.47011538655372,7646
1916,1.4725324675305,7659
1917,1.47316435164301,7662
1918,1.47288519912287,7660
1919,1.47174953352593,7654
1920,1.46980519480324,7644
1921,1.46663667236059,7628
1922,1.46289816386508,7608
1923,1.45873823954847,7587
1924,1.45422077921881,7563
1925,1.44861843992089,7534
1926,1.44309744939683,7505
1927,1.43800839774027,7479
1928,1.43357142856944,7456
1929,1.42930213929022,7434
1930,1.42602712023165,7417
1931,1.42384219830566,7405
1932,1.42266233766034,7399
1933,1.42166924152971,7394
1934,1.4214885222243,7393
1935,1.42206251824279,7396
1936,1.42324675324477,7402
1937,1.42417350170584,7407
1938,1.42568048873715,7415
1939,1.42785487651298,7426
1940,1.43064935064739,7441
1941,1.43332275375637,7455
1942,1.43640761927072,7471
1943,1.43972312709847,7488
1944,1.44292207792016,7505
1945,1.44497428482612,7515
1946,1.44627979010413,7522
1947,1.44663869613103,7524
1948,1.44584415584225,7520
1949,1.442878397919,7504
1950,1.43897684179479,7484
1951,1.43449891042696,7461
1952,1.42967532467341,7436
1953,1.42435266034155,7408
1954,1.41877002888524,7379
1955,1.41284727436912,7348
1956,1.40649350649155,7315
1957,1.39872998736503,7275
1958,1.39133618230192,7236
1959,1.38516334093175,7204
1960,1.38097402597204,7182
1961,1.37895997836901,7172
1962,1.37987850914367,7177
1963,1.38373855598662,7197
1964,1.3901298701279,7230
1965,1.39764432268871,7269
1966,1.40631281473212,7314
1967,1.41533898789426,7361
1968,1.42383116882928,7405
1969,1.43028352368688,7439
1970,1.43494884218431,7463
1971,1.4375798049879,7477
1972,1.4380519480501,7479
1973,1.435805700727,7468
1974,1.4318335948386,7447
1975,1.42659952203385,7420
1976,1.4205194805176,7388
1977,1.4132516981209,7350
1978,1.40607818308753,7313
1979,1.3994174980083,7278
1980,1.39344155843965,7247
1981,1.38768767744499,7217
1982,1.3825539590423,7191
1983,1.37790962889487,7166
1984,1.3735714285695,7144
1985,1.36845514522219,7117
1986,1.36400615257888,7094
1987,1.36072247371647,7077
1988,1.35896103895911,7068
1989,1.35870681297469,7067
1990,1.36003006625755,7073
1991,1.36261387984863,7087
1992,1.36597402597211,7104
1993,1.36858811435494,7118
1994,1.37157356245132,7133
1995,1.37504597467916,7152
1996,1.3790259740241,7172
1997,1.38313556231318,7194
1998,1.38744851424671,7216
1999,1.39162289127332,7238
2000,1.39519480519296,7256
2001,1.39681726981662,7265
2002,1.39741268371015,7268
2003,1.39705737938478,7266
2004,1.3957792207774,7259
2005,1.39312305215474,7246
2006,1.3896078660245,7227
2007,1.3852533021956,7205
2008,1.37999999999817,7177
2009,1.37315281206075,7142
2010,1.36564535121734,7103
2011,1.35781624217459,7062
2012,1.34999999999813,7021
2013,1.34184727253046,6979
2014,1.33471193324799,6942
2015,1.32914242420215,6913
2016,1.32545454545266,6894
2017,1.32328091191647,6882
2018,1.32303120514353,6881
2019,1.32443790290431,6888
2020,1.32701298701112,6902
2021,1.32941347386805,6914
2022,1.33217818227636,6929
2023,1.33509398685146,6944
2024,1.33792207792024,6958
2025,1.33991207471762,6969
2026,1.34160906931046,6978
2027,1.34303313807445,6985
2028,1.34415584415401,6991
2029,1.3441610645553,6991
2030,1.34414904286376,6991
2031,1.34437478101158,6992
2032,1.34493506493321,6995
2033,1.34537466204876,6997
2034,1.3461163750701,7001
2035,1.34710309545855,7006
2036,1.34824675324485,7012
2037,1.34864829863182,7014
2038,1.34975737407131,7020
2039,1.35218110820335,7033
2040,1.35642857142661,7055
2041,1.36226961723515,7085
2042,1.37062328220704,7129
2043,1.3815209832382,7185
2044,1.39461038960841,7253
2045,1.40877424440302,7327
2046,1.42378338229,7405
2047,1.43886129080151,7483
2048,1.45324675324477,7558
2049,1.46522115782336,7621
2050,1.47619849334575,7678
2051,1.48661662194158,7732
2052,1.49688311688108,7785
2053,1.50711540662422,7838
2054,1.51754072215953,7893
2055,1.52804530436469,7947
2056,1.53837662337451,8001
2057,1.54705050400711,8046
2058,1.55583141805555,8092
2059,1.56526774641827,8141
