k,ecg_signal,ecg_signal_scaled,ecg_data_offset
129,0.01885,0.0734415584415584,1.50233766233766
130,0.00975000000000004,0.0379870129870131,1.46688311688312
131,0.01205,0.0469480519480519,1.47584415584416
132,0.0242,0.0942857142857143,1.52318181818182
133,0.0335000000000001,0.130519480519481,1.55941558441558
134,0.0349,0.135974025974026,1.56487012987013
135,0.02985,0.116298701298701,1.54519480519481
136,0.0215500000000001,0.0839610389610393,1.51285714285714
137,0.0146000000000001,0.0568831168831173,1.48577922077922
138,0.0104500000000001,0.0407142857142861,1.46961038961039
139,0.00905,0.0352597402597403,1.46415584415584
140,0.00930000000000009,0.0362337662337666,1.46512987012987
141,0.00790000000000002,0.0307792207792209,1.45967532467532
142,0.00245000000000006,0.00954545454545478,1.43844155844156
143,-0.000649999999999928,-0.00253246753246725,1.42636363636364
144,-4.99999999999945e-05,-0.000194805194805173,1.4287012987013
145,0.00520000000000009,0.0202597402597406,1.44915584415584
146,0.01,0.038961038961039,1.46785714285714
147,0.0114000000000001,0.0444155844155848,1.47331168831169
148,0.0081,0.0315584415584416,1.46045454545455
149,0.00295000000000001,0.0114935064935065,1.44038961038961
150,-0.000950000000000006,-0.00370129870129872,1.4251948051948
151,0.00285000000000002,0.0111038961038962,1.44
152,0.0103000000000001,0.0401298701298705,1.46902597402597
153,0.0143500000000001,0.0559090909090913,1.4848051948052
154,0.0142,0.0553246753246753,1.48422077922078
155,0.00995000000000001,0.0387662337662338,1.46766233766234
156,0.00725000000000009,0.0282467532467536,1.45714285714286
157,0.00845000000000007,0.0329220779220782,1.46181818181818
158,0.0114000000000001,0.0444155844155848,1.47331168831169
159,0.0163000000000001,0.0635064935064939,1.4924025974026
160,0.0205500000000001,0.0800649350649354,1.50896103896104
161,0.02015,0.0785064935064935,1.5074025974026
162,0.0214000000000001,0.0833766233766238,1.51227272727273
163,0.0231,0.09,1.5188961038961
164,0.0246500000000001,0.0960389610389614,1.52493506493507
165,0.0288,0.112207792207792,1.5411038961039
166,0.0307500000000001,0.119805194805195,1.5487012987013
167,0.0292,0.113766233766234,1.54266233766234
168,0.0232,0.0903896103896104,1.51928571428571
169,0.0166000000000001,0.0646753246753251,1.49357142857143
170,0.0112000000000001,0.043636363636364,1.47253246753247
171,0.0113500000000001,0.0442207792207796,1.47311688311688
172,0.0155000000000001,0.0603896103896108,1.48928571428571
173,0.0218,0.0849350649350649,1.51383116883117
174,0.0242,0.0942857142857143,1.52318181818182
175,0.02175,0.0847402597402597,1.51363636363636
176,0.0198,0.0771428571428572,1.50603896103896
177,0.0143500000000001,0.0559090909090913,1.4848051948052
178,0.00865000000000005,0.0337012987012989,1.4625974025974
179,0.00600000000000001,0.0233766233766234,1.45227272727273
180,0.00640000000000007,0.0249350649350652,1.45383116883117
181,0.00840000000000007,0.032727272727273,1.46162337662338
182,0.01065,0.0414935064935065,1.47038961038961
183,0.0129,0.0502597402597403,1.47915584415584
184,0.01705,0.0664285714285714,1.49532467532468
185,0.0247000000000001,0.0962337662337666,1.52512987012987
186,0.0289,0.112597402597403,1.54149350649351
187,0.0272,0.105974025974026,1.53487012987013
188,0.0235000000000001,0.0915584415584419,1.52045454545455
189,0.0171,0.0666233766233766,1.49551948051948
190,0.01075,0.0418831168831169,1.47077922077922
191,0.014,0.0545454545454545,1.48344155844156
192,0.0232,0.0903896103896104,1.51928571428571
193,0.0296500000000001,0.115519480519481,1.54441558441558
194,0.03,0.116883116883117,1.54577922077922
195,0.0285500000000001,0.111233766233767,1.54012987012987
196,0.0269,0.104805194805195,1.5337012987013
197,0.0214000000000001,0.0833766233766238,1.51227272727273
198,0.0176000000000001,0.068571428571429,1.49746753246753
199,0.0181,0.0705194805194805,1.49941558441558
200,0.0237000000000001,0.0923376623376627,1.52123376623377
201,0.0269,0.104805194805195,1.5337012987013
202,0.0255000000000001,0.0993506493506497,1.52824675324675
203,0.0236000000000001,0.0919480519480523,1.52084415584416
204,0.02095,0.0816233766233766,1.51051948051948
205,0.0172500000000001,0.0672077922077926,1.4961038961039
206,0.01475,0.0574675324675325,1.48636363636364
207,0.01075,0.0418831168831169,1.47077922077922
208,0.00640000000000007,0.0249350649350652,1.45383116883117
209,0.00405,0.0157792207792208,1.44467532467532
210,0.00565000000000004,0.0220129870129872,1.45090909090909
211,0.0121,0.0471428571428571,1.47603896103896
212,0.0184000000000001,0.0716883116883121,1.50058441558442
213,0.0192,0.0748051948051948,1.5037012987013
214,0.01385,0.053961038961039,1.48285714285714
215,0.00945000000000007,0.0368181818181821,1.46571428571429
216,0.00830000000000009,0.0323376623376627,1.46123376623377
217,0.00885000000000002,0.0344805194805196,1.46337662337662
218,0.0117,0.0455844155844156,1.47448051948052
219,0.0131,0.051038961038961,1.47993506493506
220,0.01505,0.0586363636363636,1.48753246753247
221,0.0168,0.0654545454545454,1.49435064935065
222,0.0142,0.0553246753246753,1.48422077922078
223,0.01095,0.0426623376623377,1.47155844155844
224,0.0114000000000001,0.0444155844155848,1.47331168831169
225,0.0174000000000001,0.0677922077922082,1.49668831168831
226,0.0218,0.0849350649350649,1.51383116883117
227,0.0195000000000001,0.0759740259740264,1.50487012987013
228,0.0125000000000001,0.0487012987012991,1.4775974025974
229,0.00320000000000009,0.0124675324675328,1.44136363636364
230,-0.00414999999999999,-0.0161688311688311,1.41272727272727
231,-0.000849999999999906,-0.00331168831168795,1.42558441558442
232,0.0092000000000001,0.0358441558441562,1.46474025974026
233,0.0164000000000001,0.0638961038961043,1.49279220779221
234,0.0215000000000001,0.0837662337662342,1.51266233766234
235,0.0214000000000001,0.0833766233766238,1.51227272727273
236,0.0195500000000001,0.0761688311688316,1.50506493506494
237,0.0154500000000001,0.0601948051948056,1.48909090909091
238,0.0112000000000001,0.043636363636364,1.47253246753247
239,0.0092000000000001,0.0358441558441562,1.46474025974026
240,0.01,0.038961038961039,1.46785714285714
241,0.0115000000000001,0.0448051948051952,1.4737012987013
242,0.00965000000000005,0.0375974025974028,1.46649350649351
243,0.00970000000000004,0.0377922077922079,1.46668831168831
244,0.0126000000000001,0.0490909090909095,1.47798701298701
245,0.0176000000000001,0.068571428571429,1.49746753246753
246,0.0209,0.0814285714285714,1.51032467532468
247,0.0222,0.0864935064935065,1.51538961038961
248,0.0201,0.0783116883116883,1.50720779220779
249,0.0174000000000001,0.0677922077922082,1.49668831168831
250,0.0141,0.0549350649350649,1.48383116883117
251,0.01875,0.073051948051948,1.50194805194805
252,0.0267000000000001,0.104025974025974,1.53292207792208
253,0.0269,0.104805194805195,1.5337012987013
254,0.0212,0.0825974025974026,1.51149350649351
255,0.014,0.0545454545454545,1.48344155844156
256,0.0107,0.0416883116883117,1.47058441558442
257,0.00740000000000007,0.0288311688311691,1.45772727272727
258,0.00960000000000005,0.0374025974025976,1.4662987012987
259,0.0138,0.0537662337662338,1.48266233766234
260,0.01915,0.0746103896103896,1.50350649350649
261,0.023,0.0896103896103896,1.51850649350649
262,0.0214500000000001,0.083571428571429,1.51246753246753
263,0.0176000000000001,0.068571428571429,1.49746753246753
264,0.0131,0.051038961038961,1.47993506493506
265,0.00795000000000001,0.030974025974026,1.45987012987013
266,0.00680000000000003,0.0264935064935066,1.45538961038961
267,0.00990000000000002,0.0385714285714286,1.46746753246753
268,0.00855000000000006,0.0333116883116885,1.46220779220779
269,0.00665000000000004,0.0259090909090911,1.45480519480519
270,0.00350000000000006,0.0136363636363639,1.44253246753247
271,0.00705,0.0274675324675325,1.45636363636364
272,0.0122500000000001,0.0477272727272731,1.47662337662338
273,0.0114500000000001,0.04461038961039,1.47350649350649
274,0.00825000000000009,0.0321428571428575,1.46103896103896
275,0.00545000000000007,0.0212337662337665,1.45012987012987
276,0.00505,0.0196753246753247,1.44857142857143
277,0.00750000000000006,0.0292207792207795,1.45811688311688
278,0.0109,0.0424675324675325,1.47136363636364
279,0.01065,0.0414935064935065,1.47038961038961
280,0.0112500000000001,0.0438311688311692,1.47272727272727
281,0.01195,0.0465584415584416,1.47545454545455
282,0.0103500000000001,0.0403246753246757,1.46922077922078
283,0.00880000000000003,0.0342857142857144,1.46318181818182
284,0.00825000000000009,0.0321428571428575,1.46103896103896
285,0.00905,0.0352597402597403,1.46415584415584
286,0.00825000000000009,0.0321428571428575,1.46103896103896
287,0.01005,0.0391558441558442,1.46805194805195
288,0.01095,0.0426623376623377,1.47155844155844
289,0.00650000000000006,0.0253246753246756,1.45422077922078
290,0.00190000000000001,0.00740259740259744,1.4362987012987
291,0.00335000000000008,0.0130519480519484,1.44194805194805
292,0.00870000000000004,0.033896103896104,1.46279220779221
293,0.014,0.0545454545454545,1.48344155844156
294,0.018,0.0701298701298701,1.49902597402597
295,0.0158,0.0615584415584416,1.49045454545455
296,0.0104000000000001,0.0405194805194809,1.46941558441558
297,0.00285000000000002,0.0111038961038962,1.44
298,0.000750000000000028,0.00292207792207803,1.43181818181818
299,0.00230000000000008,0.00896103896103927,1.43785714285714
300,0.00580000000000003,0.0225974025974027,1.45149350649351
301,0.01015,0.0395454545454545,1.46844155844156
302,0.00980000000000003,0.0381818181818183,1.46707792207792
303,0.00870000000000004,0.033896103896104,1.46279220779221
304,0.00975000000000004,0.0379870129870131,1.46688311688312
305,0.01215,0.0473376623376623,1.47623376623377
306,0.013,0.0506493506493506,1.47954545454545
307,0.0133000000000001,0.0518181818181822,1.48071428571429
308,0.00950000000000006,0.0370129870129872,1.46590909090909
309,0.00609999999999999,0.0237662337662337,1.45266233766234
310,0.00530000000000008,0.020649350649351,1.44954545454545
311,0.0092000000000001,0.0358441558441562,1.46474025974026
312,0.0131,0.051038961038961,1.47993506493506
313,0.01375,0.0535714285714286,1.48246753246753
314,0.0157,0.0611688311688312,1.49006493506493
315,0.0141,0.0549350649350649,1.48383116883117
316,0.0106000000000001,0.0412987012987017,1.47019480519481
317,0.00914999999999999,0.0356493506493506,1.46454545454545
318,0.01305,0.0508441558441558,1.47974025974026
319,0.0163500000000001,0.0637012987012991,1.4925974025974
320,0.0175500000000001,0.0683766233766238,1.49727272727273
321,0.0172,0.067012987012987,1.49590909090909
322,0.0135500000000001,0.0527922077922082,1.48168831168831
323,0.01395,0.0543506493506494,1.48324675324675
324,0.0181,0.0705194805194805,1.49941558441558
325,0.0252,0.0981818181818182,1.52707792207792
326,0.03195,0.124480519480519,1.55337662337662
327,0.03295,0.128376623376623,1.55727272727273
328,0.02815,0.109675324675325,1.53857142857143
329,0.02385,0.0929220779220779,1.52181818181818
330,0.0231,0.09,1.5188961038961
331,0.0288,0.112207792207792,1.5411038961039
332,0.0376000000000001,0.146493506493507,1.57538961038961
333,0.04325,0.168506493506493,1.5974025974026
334,0.04395,0.171233766233766,1.60012987012987
335,0.0395500000000001,0.154090909090909,1.58298701298701
336,0.0375500000000001,0.146298701298702,1.57519480519481
337,0.0379,0.147662337662338,1.57655844155844
338,0.0389,0.151558441558442,1.58045454545455
339,0.03905,0.152142857142857,1.58103896103896
340,0.04015,0.156428571428571,1.58532467532468
341,0.0384,0.14961038961039,1.57850649350649
342,0.03425,0.133441558441558,1.56233766233766
343,0.0314500000000001,0.122532467532468,1.55142857142857
344,0.0307500000000001,0.119805194805195,1.5487012987013
345,0.0335000000000001,0.130519480519481,1.55941558441558
346,0.0348000000000001,0.135584415584416,1.56448051948052
347,0.0336500000000001,0.131103896103897,1.56
348,0.02825,0.110064935064935,1.53896103896104
349,0.02175,0.0847402597402597,1.51363636363636
350,0.018,0.0701298701298701,1.49902597402597
351,0.0235000000000001,0.0915584415584419,1.52045454545455
352,0.0305000000000001,0.118831168831169,1.54772727272727
353,0.03235,0.126038961038961,1.55493506493506
354,0.0307000000000001,0.11961038961039,1.54850649350649
355,0.0252,0.0981818181818182,1.52707792207792
356,0.021,0.0818181818181818,1.51071428571429
357,0.01905,0.0742207792207792,1.50311688311688
358,0.0176500000000001,0.0687662337662342,1.49766233766234
359,0.0182500000000001,0.0711038961038965,1.5
360,0.0219,0.0853246753246753,1.51422077922078
361,0.023,0.0896103896103896,1.51850649350649
362,0.0205500000000001,0.0800649350649354,1.50896103896104
363,0.0166000000000001,0.0646753246753251,1.49357142857143
364,0.0146000000000001,0.0568831168831173,1.48577922077922
365,0.0152,0.0592207792207792,1.48811688311688
366,0.0152500000000001,0.0594155844155848,1.48831168831169
367,0.01105,0.0430519480519481,1.47194805194805
368,0.00335000000000008,0.0130519480519484,1.44194805194805
369,-0.00969999999999993,-0.0377922077922075,1.3911038961039
370,-0.01845,-0.0718831168831169,1.35701298701299
371,-0.0172,-0.067012987012987,1.36188311688312
372,-0.0117499999999999,-0.0457792207792204,1.38311688311688
373,-0.00819999999999999,-0.0319480519480519,1.39694805194805
374,-0.00659999999999994,-0.0257142857142855,1.40318181818182
375,-0.00784999999999991,-0.0305844155844152,1.39831168831169
376,-0.0122,-0.0475324675324675,1.38136363636364
377,-0.0157999999999999,-0.0615584415584412,1.36733766233766
378,-0.0156999999999999,-0.0611688311688308,1.36772727272727
379,-0.0136999999999999,-0.053376623376623,1.37551948051948
380,-0.00919999999999999,-0.0358441558441558,1.39305194805195
381,-0.00409999999999999,-0.0159740259740259,1.41292207792208
382,-0.00384999999999991,-0.0149999999999996,1.4138961038961
383,-0.000649999999999928,-0.00253246753246725,1.42636363636364
384,0.00380000000000003,0.0148051948051949,1.4437012987013
385,0.00785000000000002,0.0305844155844157,1.45948051948052
386,0.0081,0.0315584415584416,1.46045454545455
387,0.00750000000000006,0.0292207792207795,1.45811688311688
388,0.00535000000000008,0.0208441558441562,1.44974025974026
389,0.00250000000000006,0.00974025974025997,1.43863636363636
390,0.000200000000000089,0.000779220779221126,1.42967532467532
391,0.00385000000000002,0.0150000000000001,1.4438961038961
392,0.01175,0.0457792207792208,1.47467532467532
393,0.0178,0.0693506493506493,1.49824675324675
394,0.0195000000000001,0.0759740259740264,1.50487012987013
395,0.0165500000000001,0.0644805194805199,1.49337662337662
396,0.0112500000000001,0.0438311688311692,1.47272727272727
397,0.00730000000000008,0.0284415584415588,1.45733766233766
398,0.00665000000000004,0.0259090909090911,1.45480519480519
399,0.00860000000000005,0.0335064935064937,1.4624025974026
400,0.01095,0.0426623376623377,1.47155844155844
401,0.00970000000000004,0.0377922077922079,1.46668831168831
402,0.00430000000000008,0.0167532467532471,1.44564935064935
403,0.00140000000000007,0.00545454545454573,1.43435064935065
404,0.000400000000000067,0.00155844155844182,1.43045454545455
405,0.00209999999999999,0.00818181818181814,1.43707792207792
406,0.00380000000000003,0.0148051948051949,1.4437012987013
407,0.00420000000000009,0.0163636363636367,1.44525974025974
408,0.000700000000000034,0.00272727272727286,1.43162337662338
409,-0.00564999999999993,-0.0220129870129867,1.40688311688312
410,-0.01,-0.038961038961039,1.38993506493506
411,-0.00459999999999994,-0.0179220779220777,1.41097402597403
412,0.00425000000000009,0.0165584415584419,1.44545454545455
413,0.00945000000000007,0.0368181818181821,1.46571428571429
414,0.00745000000000007,0.0290259740259743,1.45792207792208
415,0.000450000000000061,0.00175324675324699,1.43064935064935
416,-0.00479999999999992,-0.0187012987012984,1.41019480519481
417,-0.00874999999999992,-0.0340909090909088,1.39480519480519
418,-0.0105,-0.0409090909090909,1.38798701298701
419,-0.00964999999999994,-0.0375974025974024,1.3912987012987
420,-0.00600000000000001,-0.0233766233766234,1.40551948051948
421,-0.003,-0.0116883116883117,1.41720779220779
422,-0.00514999999999999,-0.020064935064935,1.40883116883117
423,-0.00549999999999995,-0.0214285714285712,1.40746753246753
424,-0.00534999999999997,-0.0208441558441557,1.40805194805195
425,-0.00159999999999993,-0.00623376623376596,1.42266233766234
426,0.00209999999999999,0.00818181818181814,1.43707792207792
427,0.00275000000000003,0.0107142857142858,1.43961038961039
428,-0.000849999999999906,-0.00331168831168795,1.42558441558442
429,-0.00805,-0.0313636363636364,1.39753246753247
430,-0.0135,-0.0525974025974026,1.3762987012987
431,-0.0108499999999999,-0.0422727272727269,1.38662337662338
432,-0.00209999999999999,-0.00818181818181814,1.42071428571429
433,0.000350000000000072,0.00136363636363664,1.43025974025974
434,0.00109999999999999,0.00428571428571425,1.43318181818182
435,-0.00284999999999991,-0.0111038961038958,1.41779220779221
436,-0.00754999999999995,-0.0294155844155842,1.39948051948052
437,-0.0111,-0.0432467532467532,1.38564935064935
438,-0.0127499999999999,-0.0496753246753243,1.37922077922078
439,-0.0136499999999999,-0.0531818181818178,1.37571428571429
440,-0.0118499999999999,-0.0461688311688308,1.38272727272727
441,-0.0101,-0.0393506493506494,1.38954545454545
442,-0.0118499999999999,-0.0461688311688308,1.38272727272727
443,-0.01435,-0.0559090909090909,1.37298701298701
444,-0.01605,-0.0625324675324675,1.36636363636364
445,-0.01345,-0.0524025974025974,1.37649350649351
446,-0.0118999999999999,-0.046363636363636,1.38253246753247
447,-0.0101,-0.0393506493506494,1.38954545454545
448,-0.00924999999999998,-0.036038961038961,1.39285714285714
449,-0.01255,-0.0488961038961039,1.38
450,-0.0174,-0.0677922077922078,1.3611038961039
451,-0.0149999999999999,-0.0584415584415581,1.37045454545455
452,-0.00819999999999999,-0.0319480519480519,1.39694805194805
453,-0.00459999999999994,-0.0179220779220777,1.41097402597403
454,-0.00454999999999994,-0.0177272727272725,1.41116883116883
455,-0.00739999999999996,-0.0288311688311687,1.40006493506494
456,-0.0127499999999999,-0.0496753246753243,1.37922077922078
457,-0.01535,-0.0598051948051948,1.36909090909091
458,-0.01355,-0.0527922077922078,1.3761038961039
459,-0.00769999999999993,-0.0299999999999997,1.3988961038961
460,-0.00359999999999994,-0.0140259740259738,1.41487012987013
461,-0.00129999999999997,-0.00506493506493495,1.42383116883117
462,-0.00044999999999995,-0.00175324675324656,1.42714285714286
463,-0.00134999999999996,-0.0052597402597401,1.42363636363636
464,-0.00044999999999995,-0.00175324675324656,1.42714285714286
465,0.00375000000000003,0.0146103896103897,1.44350649350649
466,0.00785000000000002,0.0305844155844157,1.45948051948052
467,0.0104000000000001,0.0405194805194809,1.46941558441558
468,0.00955000000000006,0.0372077922077924,1.4661038961039
469,0.00395000000000001,0.0153896103896104,1.44428571428571
470,-0.00144999999999995,-0.00564935064935045,1.42324675324675
471,0.00260000000000005,0.0101298701298703,1.43902597402597
472,0.00890000000000002,0.0346753246753248,1.46357142857143
473,0.01215,0.0473376623376623,1.47623376623377
474,0.0135000000000001,0.052597402597403,1.48149350649351
475,0.0104500000000001,0.0407142857142861,1.46961038961039
476,0.0092000000000001,0.0358441558441562,1.46474025974026
477,0.00845000000000007,0.0329220779220782,1.46181818181818
478,0.00870000000000004,0.033896103896104,1.46279220779221
479,0.0112000000000001,0.043636363636364,1.47253246753247
480,0.0105000000000001,0.0409090909090913,1.46980519480519
481,0.00650000000000006,0.0253246753246756,1.45422077922078
482,0.00120000000000009,0.00467532467532503,1.43357142857143
483,-0.00159999999999993,-0.00623376623376596,1.42266233766234
484,-0.00144999999999995,-0.00564935064935045,1.42324675324675
485,0.000450000000000061,0.00175324675324699,1.43064935064935
486,0.00360000000000005,0.0140259740259742,1.44292207792208
487,0.00435000000000008,0.0169480519480523,1.44584415584416
488,0.000200000000000089,0.000779220779221126,1.42967532467532
489,-0.00574999999999992,-0.0224025974025971,1.40649350649351
490,-0.0123,-0.0479220779220779,1.38097402597403
491,-0.0099499999999999,-0.0387662337662334,1.39012987012987
492,-0.00129999999999997,-0.00506493506493495,1.42383116883117
493,0.00235000000000007,0.00915584415584443,1.43805194805195
494,-0.00214999999999999,-0.00837662337662334,1.42051948051948
495,-0.0091,-0.0354545454545455,1.39344155844156
496,-0.0142,-0.0553246753246753,1.37357142857143
497,-0.0179499999999999,-0.0699350649350645,1.35896103896104
498,-0.01615,-0.0629220779220779,1.36597402597403
499,-0.0127999999999999,-0.0498701298701295,1.37902597402597
500,-0.00864999999999994,-0.0337012987012985,1.39519480519481
501,-0.00849999999999995,-0.0331168831168829,1.39577922077922
502,-0.01255,-0.0488961038961039,1.38
503,-0.02025,-0.0788961038961039,1.35
504,-0.02655,-0.103441558441558,1.32545454545455
505,-0.02615,-0.101883116883117,1.32701298701299
506,-0.02335,-0.090974025974026,1.33792207792208
507,-0.0217499999999999,-0.0847402597402594,1.34415584415584
508,-0.02155,-0.083961038961039,1.34493506493506
509,-0.0206999999999999,-0.0806493506493502,1.34824675324675
510,-0.0185999999999999,-0.0724675324675321,1.35642857142857
511,-0.00879999999999992,-0.034285714285714,1.39461038961039
512,0.00625000000000009,0.0243506493506497,1.45324675324675
513,0.0174500000000001,0.0679870129870134,1.49688311688312
514,0.0281,0.109480519480519,1.53837662337662
515,0.0377000000000001,0.146883116883117,1.57577922077922
516,0.0515,0.200649350649351,1.62954545454545
517,0.06835,0.266298701298701,1.6951948051948
518,0.0900500000000001,0.350844155844156,1.77974025974026
519,0.11635,0.453311688311688,1.88220779220779
520,0.14545,0.566688311688312,1.99558441558442
521,0.17575,0.68474025974026,2.11363636363636
522,0.20595,0.802402597402597,2.2312987012987
523,0.2387,0.93,2.3588961038961
524,0.2713,1.05701298701299,2.48590909090909
525,0.30605,1.1924025974026,2.6212987012987
526,0.3433,1.33753246753247,2.76642857142857
527,0.3798,1.47974025974026,2.90863636363636
