t_recon,spikes,analog_signal,recon,squared_error
1.1592747,-0.25,0.824521072737385,0.825,2.29371322876007e-07
1.16062058,-0.25,0.72168625538896,0.721875,3.56245281966884e-08
1.1620493,-0.25,0.619797181634546,0.61875,1.09658937572876e-06
1.16361786,-0.25,0.517518433440663,0.515625,3.58509019421906e-06
1.16541264,-0.25,0.414025710284104,0.4125,2.32779187101996e-06
1.167541,-0.25,0.311740358950885,0.309375,5.5949229665311e-06
1.1705098,-0.25,0.209302060508604,0.20625,9.31507334817834e-06
1.18235754,0.25,0.307448314908128,0.309375,3.71211544324479e-06
1.18450794,0.25,0.4097999153333,0.4125,7.29045720734856e-06
1.1863183,0.25,0.513582118815161,0.515625,4.17336353537045e-06
1.18791786,0.25,0.617549721504151,0.61875,1.44066846759947e-06
1.18936766,0.25,0.720815909284559,0.721875,1.1216731435342e-06
1.19069804,0.25,0.8223771246533,0.825,6.87947508432911e-06
1.19197254,0.25,0.925102645293231,0.928125,9.13462797353096e-06
1.19318122,0.25,1.02682619833398,1.03125,1.95700211802525e-05
1.1943676,0.25,1.1301701443941,1.134375,1.76808106664332e-05
1.19551592,0.25,1.23295439838121,1.2375,2.06624940767193e-05
1.19663718,0.25,1.33541467668299,1.340625,2.71474690678034e-05
1.19774826,0.25,1.43848579825223,1.44375,2.77118200411871e-05
1.19883354,0.25,1.540162129884,1.546875,4.5062625194348e-05
1.19992682,0.25,1.64310297179109,1.65,4.75689981144302e-05
1.20102236,0.25,1.74628890756841,1.753125,4.67321597332907e-05
1.20212326,0.25,1.84951947502284,1.85625,4.52999664681878e-05
1.2032369,0.25,1.95297184669073,1.959375,4.10003723020366e-05
1.20437354,0.25,2.05702823755187,2.0625,2.99401842887847e-05
1.20552346,0.25,2.16018666477423,2.165625,2.95754900278228e-05
1.20670238,0.25,2.26317833084034,2.26875,3.10434972246459e-05
1.20793338,0.25,2.36712205341891,2.371875,2.2590501202647e-05
1.20922016,0.25,2.471182194945,2.475,1.45756354379747e-05
1.21057566,0.25,2.57498459797994,2.578125,9.86212484757773e-06
