t_recon,spikes,recon,th
1.321464375,-0.25,1.533984375,0.512890625
1.322077625,-0.25,1.52109375,0.512890625
1.322763375,-0.25,1.508203125,0.512890625
1.329597625,0.25,1.533984375,0.52578125
1.349923625,0.25,1.585546875,0.5515625
1.351353875,0.25,1.611328125,0.52578125
1.357054375,0.25,1.637109375,0.52578125
1.37322025,-0.25,1.585546875,0.5515625
1.376968,0.25,1.611328125,0.52578125
1.3787815,-0.25,1.5984375,0.512890625
1.379646125,-0.25,1.585546875,0.512890625
1.380519125,-0.25,1.57265625,0.512890625
1.38886625,-0.25,1.546875,0.52578125
1.39211725,-0.25,1.4953125,0.5515625
1.47524825,0.25,1.46953125,0.52578125
1.477026375,-0.25,1.456640625,0.512890625
1.477981,-0.25,1.44375,0.512890625
1.480751,0.25,1.456640625,0.512890625
1.481561875,0.25,1.46953125,0.512890625
1.482589375,0.25,1.482421875,0.512890625
1.486844875,0.25,1.508203125,0.52578125
1.51095875,-0.25,1.456640625,0.5515625
1.513308875,0.25,1.482421875,0.52578125
1.515503625,-0.25,1.46953125,0.512890625
1.5161055,-0.25,1.456640625,0.512890625
1.516705375,-0.25,1.44375,0.512890625
1.52370225,-0.25,1.41796875,0.52578125
1.531864125,0.25,1.46953125,0.5515625
1.5340335,0.25,1.57265625,0.603125
1.53625125,0.25,1.67578125,0.603125
1.538939625,0.25,1.88203125,0.70625
1.5425065,0.25,2.29453125,0.9125
1.545612125,0.25,2.70703125,0.9125
1.54877125,0.25,3.11953125,0.9125
1.567294375,-0.25,2.475,0.9125
1.568018875,-0.25,2.26875,0.70625
1.568692125,-0.25,2.0625,0.70625
1.570033625,-0.25,1.65,0.9125
1.571464875,-0.25,1.2375,0.9125
1.573180375,-0.25,0.825,0.9125
1.575835125,-0.25,0.4125,0.9125
1.589734125,0.25,0.825,0.9125
1.602622125,0.25,1.03125,0.70625
1.637407125,0.25,1.2375,0.70625
1.650391,0.25,1.340625,0.603125
1.6809525,0.25,1.44375,0.603125
1.700583875,0.25,1.4953125,0.5515625
1.703155375,0.25,1.52109375,0.52578125
1.705010375,-0.25,1.4953125,0.52578125
1.708388875,0.25,1.52109375,0.52578125
1.71176675,-0.25,1.4953125,0.52578125
1.71271825,-0.25,1.46953125,0.52578125
1.71724475,-0.25,1.44375,0.52578125
1.728694125,0.25,1.4953125,0.5515625
1.735528,0.25,1.546875,0.5515625
1.755755375,0.25,1.5984375,0.5515625
1.7591065,0.25,1.62421875,0.52578125
1.76277475,-0.25,1.5984375,0.52578125
1.767185125,0.25,1.62421875,0.52578125
1.78611525,0.25,1.65,0.52578125
1.786571875,0.25,1.662890625,0.512890625
1.787089875,0.25,1.67578125,0.512890625
1.789656875,0.25,1.7015625,0.52578125
1.79278,0.25,1.753125,0.5515625
1.806799375,0.25,1.85625,0.603125
1.818891,0.25,1.959375,0.603125
1.825609125,0.25,2.0625,0.603125
1.86091,-0.25,1.959375,0.603125
1.863233,-0.25,1.9078125,0.5515625
1.867985125,-0.25,1.85625,0.5515625
1.87325775,-0.25,1.753125,0.603125
1.88017325,-0.25,1.546875,0.70625
1.893170375,-0.25,1.134375,0.9125
1.92049125,-0.25,0.721875,0.9125
1.961454375,0.25,0.928125,0.70625
1.970426875,0.25,1.03125,0.603125
1.9867605,0.25,1.134375,0.603125
1.99248525,0.25,1.1859375,0.5515625
1.995783125,0.25,1.2375,0.5515625
2.014371375,0.25,1.340625,0.603125
2.028613,0.25,1.3921875,0.5515625
2.033079,0.25,1.44375,0.5515625
2.037271375,0.25,1.4953125,0.5515625
2.08370625,0.25,1.5984375,0.603125
2.103602125,0.25,1.65,0.5515625
2.107167625,-0.25,1.62421875,0.52578125
2.111847375,-0.25,1.611328125,0.512890625
2.112652125,-0.25,1.5984375,0.512890625
2.115705625,-0.25,1.57265625,0.52578125
2.132916,0.25,1.62421875,0.5515625
2.141786,0.25,1.65,0.52578125
2.143122375,0.25,1.67578125,0.52578125
2.14593025,-0.25,1.62421875,0.5515625
2.16965,-0.25,1.52109375,0.603125
2.189796125,0.25,1.57265625,0.5515625
2.19347,0.25,1.5984375,0.52578125
2.197046125,-0.25,1.57265625,0.52578125
2.198338375,-0.25,1.546875,0.52578125
2.20172025,0.25,1.57265625,0.52578125
2.205470125,-0.25,1.546875,0.52578125
2.207065875,-0.25,1.52109375,0.52578125
2.212845375,0.25,1.57265625,0.5515625
2.319061125,0.25,1.546875,0.52578125
2.321411625,-0.25,1.533984375,0.512890625
2.322039625,-0.25,1.52109375,0.512890625
2.322668,-0.25,1.508203125,0.512890625
2.32971475,0.25,1.533984375,0.52578125
2.349946875,0.25,1.585546875,0.5515625
2.35147825,0.25,1.611328125,0.52578125
2.35434575,-0.25,1.585546875,0.52578125
2.356054375,0.25,1.611328125,0.52578125
2.35708475,0.25,1.637109375,0.52578125
2.37313825,-0.25,1.585546875,0.5515625
2.377213375,0.25,1.611328125,0.52578125
2.37866525,-0.25,1.5984375,0.512890625
2.379549875,-0.25,1.585546875,0.512890625
2.380401625,-0.25,1.57265625,0.512890625
2.388467125,-0.25,1.546875,0.52578125
2.392089375,-0.25,1.4953125,0.5515625
2.475465125,0.25,1.46953125,0.52578125
2.476942125,-0.25,1.456640625,0.512890625
2.477857625,-0.25,1.44375,0.512890625
2.48082125,0.25,1.456640625,0.512890625
2.481603,0.25,1.46953125,0.512890625
2.482685375,0.25,1.482421875,0.512890625
2.48692275,0.25,1.508203125,0.52578125
2.510831125,-0.25,1.456640625,0.5515625
2.513382875,0.25,1.482421875,0.52578125
2.51540125,-0.25,1.46953125,0.512890625
2.5160365,-0.25,1.456640625,0.512890625
2.516601625,-0.25,1.44375,0.512890625
2.52363475,-0.25,1.41796875,0.52578125
2.53188675,0.25,1.46953125,0.5515625
2.5340585,0.25,1.57265625,0.603125
2.53627075,0.25,1.67578125,0.603125
2.538945625,0.25,1.88203125,0.70625
2.54249875,0.25,2.29453125,0.9125
2.5456345,0.25,2.70703125,0.9125
2.54881275,0.25,3.11953125,0.9125
2.56727625,-0.25,2.475,0.9125
2.56801975,-0.25,2.26875,0.70625
2.56868775,-0.25,2.0625,0.70625
2.570030125,-0.25,1.65,0.9125
2.571460875,-0.25,1.2375,0.9125
2.57317525,-0.25,0.825,0.9125
2.57582,-0.25,0.4125,0.9125
2.589755375,0.25,0.825,0.9125
2.6026705,0.25,1.03125,0.70625
2.637458125,0.25,1.2375,0.70625
2.6504385,0.25,1.340625,0.603125
2.681043375,0.25,1.44375,0.603125
2.700668,0.25,1.4953125,0.5515625
2.708433125,0.25,1.52109375,0.52578125
2.711709625,-0.25,1.4953125,0.52578125
2.712632375,-0.25,1.46953125,0.52578125
2.7171255,-0.25,1.44375,0.52578125
2.72873875,0.25,1.4953125,0.5515625
2.73046075,0.25,1.52109375,0.52578125
2.735600125,0.25,1.546875,0.52578125
2.75579875,0.25,1.5984375,0.5515625
2.75977725,0.25,1.62421875,0.52578125
2.76268775,-0.25,1.5984375,0.52578125
2.767225375,0.25,1.62421875,0.52578125
2.786150125,0.25,1.65,0.52578125
2.786608375,0.25,1.662890625,0.512890625
2.7871465,0.25,1.67578125,0.512890625
2.78975125,0.25,1.7015625,0.52578125
2.792825375,0.25,1.753125,0.5515625
2.806896875,0.25,1.85625,0.603125
2.8189155,0.25,1.959375,0.603125
2.8256295,0.25,2.0625,0.603125
2.860864125,-0.25,1.959375,0.603125
2.863048875,-0.25,1.9078125,0.5515625
2.867930375,-0.25,1.85625,0.5515625
2.87322125,-0.25,1.753125,0.603125
2.880142125,-0.25,1.546875,0.70625
2.893129875,-0.25,1.134375,0.9125
2.920432,-0.25,0.721875,0.9125
2.961479125,0.25,0.928125,0.70625
2.9704995,0.25,1.03125,0.603125
2.986815,0.25,1.134375,0.603125
2.992522875,0.25,1.1859375,0.5515625
2.99582425,0.25,1.2375,0.5515625
3.01444,0.25,1.340625,0.603125
3.02868325,0.25,1.3921875,0.5515625
3.033122625,0.25,1.44375,0.5515625
3.037324375,0.25,1.4953125,0.5515625
