t_recon,spikes,recon,th
1.70836725,0.25,1.533984375,0.512890625
1.711745375,-0.25,1.508203125,0.52578125
1.712695875,-0.25,1.482421875,0.52578125
1.717244625,-0.25,1.456640625,0.52578125
1.718087,-0.25,1.44375,0.512890625
1.71931525,-0.25,1.430859375,0.512890625
1.721326625,0.25,1.456640625,0.52578125
1.7277385,0.25,1.482421875,0.52578125
1.7282005,0.25,1.4953125,0.512890625
1.728690125,0.25,1.508203125,0.512890625
1.730236375,0.25,1.533984375,0.52578125
1.74040475,0.25,1.585546875,0.5515625
1.751239125,-0.25,1.559765625,0.52578125
1.754237625,0.25,1.57265625,0.512890625
1.7547775,0.25,1.585546875,0.512890625
1.755255,0.25,1.5984375,0.512890625
1.756429125,0.25,1.62421875,0.52578125
1.786572,0.25,1.67578125,0.5515625
1.7877745,0.25,1.7015625,0.52578125
1.7909405,0.25,1.72734375,0.52578125
1.7922045,0.25,1.753125,0.52578125
1.793360875,0.25,1.77890625,0.52578125
1.80058425,0.25,1.83046875,0.5515625
1.805467,0.25,1.85625,0.52578125
1.806802125,0.25,1.869140625,0.512890625
1.81028675,-0.25,1.85625,0.512890625
1.811828625,0.25,1.869140625,0.512890625
1.812645625,0.25,1.88203125,0.512890625
1.8133415,0.25,1.894921875,0.512890625
1.814951625,0.25,1.920703125,0.52578125
1.818894625,0.25,1.972265625,0.5515625
1.8230385,0.25,2.023828125,0.5515625
1.824626125,0.25,2.049609375,0.52578125
1.825609375,0.25,2.075390625,0.52578125
1.850806625,-0.25,2.023828125,0.5515625
1.852986375,0.25,2.049609375,0.52578125
1.8541035,0.25,2.0625,0.512890625
1.8555525,-0.25,2.049609375,0.512890625
1.856107375,-0.25,2.03671875,0.512890625
1.856706625,-0.25,2.023828125,0.512890625
1.859626875,-0.25,1.998046875,0.52578125
1.861825125,-0.25,1.946484375,0.5515625
1.8670635,-0.25,1.894921875,0.5515625
1.867971375,-0.25,1.869140625,0.52578125
1.8690685,-0.25,1.843359375,0.52578125
1.872177375,-0.25,1.791796875,0.5515625
1.873976,-0.25,1.740234375,0.5515625
1.875290375,-0.25,1.688671875,0.5515625
1.879587875,-0.25,1.585546875,0.603125
1.880709625,-0.25,1.533984375,0.5515625
1.881861625,-0.25,1.482421875,0.5515625
1.88667975,-0.25,1.379296875,0.603125
1.8880345,-0.25,1.327734375,0.5515625
1.88918475,-0.25,1.276171875,0.5515625
1.892353375,-0.25,1.173046875,0.603125
1.897799125,-0.25,1.06992187500001,0.603125
1.899868625,-0.25,1.01835937500001,0.5515625
1.90190725,-0.25,0.966796875000005,0.5515625
1.906244125,-0.25,0.915234375000005,0.5515625
1.907289875,-0.25,0.889453125000005,0.52578125
1.9082,-0.25,0.863671875000005,0.52578125
1.91181425,-0.25,0.812109375000005,0.5515625
1.919201875,-0.25,0.760546875000005,0.5515625
1.920478125,-0.25,0.734765625000005,0.52578125
1.931193125,0.25,0.760546875000005,0.52578125
1.93187375,0.25,0.773437500000005,0.512890625
1.933149,0.25,0.786328125000005,0.512890625
1.9429095,0.25,0.812109375000005,0.52578125
1.943408,0.25,0.825000000000005,0.512890625
1.94432075,0.25,0.837890625000005,0.512890625
1.94669725,-0.25,0.812109375000005,0.52578125
1.9527435,0.25,0.863671875000005,0.5515625
1.95686225,0.25,0.889453125000005,0.52578125
1.957938625,0.25,0.902343750000005,0.512890625
1.960243625,0.25,0.915234375000005,0.512890625
1.96144375,0.25,0.941015625000005,0.52578125
1.967646,0.25,0.992578125000005,0.5515625
1.969005,0.25,1.01835937500001,0.52578125
1.970424,0.25,1.04414062500001,0.52578125
1.98174575,0.25,1.09570312500001,0.5515625
1.984479125,0.25,1.12148437500001,0.52578125
1.986771375,0.25,1.14726562500001,0.52578125
1.988891,0.25,1.17304687500001,0.52578125
1.9924665,0.25,1.19882812500001,0.52578125
1.994324125,0.25,1.22460937500001,0.52578125
1.995768,0.25,1.25039062500001,0.52578125
2.002688625,0.25,1.30195312500001,0.5515625
2.01286775,0.25,1.32773437500001,0.52578125
2.01361925,0.25,1.34062500000001,0.512890625
2.014378,0.25,1.35351562500001,0.512890625
2.017935625,-0.25,1.32773437500001,0.52578125
2.0207495,0.25,1.34062500000001,0.512890625
2.02142925,0.25,1.35351562500001,0.512890625
2.02513825,0.25,1.36640625000001,0.512890625
2.02669975,0.25,1.37929687500001,0.512890625
2.02768725,0.25,1.39218750000001,0.512890625
2.031314375,0.25,1.41796875000001,0.52578125
2.032568,0.25,1.44375000000001,0.52578125
2.033886125,0.25,1.46953125000001,0.52578125
2.03858475,0.25,1.52109375000001,0.5515625
2.0539525,0.25,1.54687500000001,0.52578125
2.057778125,0.25,1.55976562500001,0.512890625
2.059545625,-0.25,1.54687500000001,0.512890625
2.060812,-0.25,1.53398437500001,0.512890625
2.062622,0.25,1.54687500000001,0.512890625
2.063408375,0.25,1.55976562500001,0.512890625
2.064135125,0.25,1.57265625000001,0.512890625
2.0760345,0.25,1.59843750000001,0.52578125
2.0800415,-0.25,1.58554687500001,0.512890625
2.083040625,0.25,1.59843750000001,0.512890625
2.0837065,0.25,1.61132812500001,0.512890625
2.08447925,0.25,1.62421875000001,0.512890625
2.1029545,0.25,1.65000000000001,0.52578125
2.103601875,0.25,1.66289062500001,0.512890625
2.106309875,-0.25,1.65000000000001,0.512890625
2.107130125,-0.25,1.63710937500001,0.512890625
2.111836125,-0.25,1.62421875000001,0.512890625
2.112652375,-0.25,1.61132812500001,0.512890625
2.113544125,-0.25,1.59843750000001,0.512890625
2.118077125,-0.25,1.57265625000001,0.52578125
2.11894825,-0.25,1.55976562500001,0.512890625
2.120013125,-0.25,1.54687500000001,0.512890625
2.121904875,0.25,1.57265625000001,0.52578125
2.1315405,0.25,1.62421875000001,0.5515625
2.13434,0.25,1.65000000000001,0.52578125
2.138424875,-0.25,1.62421875000001,0.52578125
2.140905625,0.25,1.63710937500001,0.512890625
2.141353875,0.25,1.65000000000001,0.512890625
2.141803,0.25,1.66289062500001,0.512890625
2.143211625,0.25,1.68867187500001,0.52578125
2.145930875,-0.25,1.63710937500001,0.5515625
2.152912,-0.25,1.61132812500001,0.52578125
2.157484,-0.25,1.59843750000001,0.512890625
2.158207375,-0.25,1.58554687500001,0.512890625
2.158778,-0.25,1.57265625000001,0.512890625
2.161710625,0.25,1.59843750000001,0.52578125
2.162648625,0.25,1.62421875000001,0.52578125
2.16516125,-0.25,1.59843750000001,0.52578125
2.16613025,-0.25,1.57265625000001,0.52578125
2.167536625,-0.25,1.54687500000001,0.52578125
2.192114375,0.25,1.59843750000001,0.5515625
2.19762475,-0.25,1.57265625000001,0.52578125
2.198271125,-0.25,1.55976562500001,0.512890625
2.200899625,0.25,1.57265625000001,0.512890625
2.20171125,0.25,1.58554687500001,0.512890625
2.204716875,-0.25,1.57265625000001,0.512890625
2.20543875,-0.25,1.55976562500001,0.512890625
2.206140875,-0.25,1.54687500000001,0.512890625
2.2122135,0.25,1.57265625000001,0.52578125
2.21284275,0.25,1.58554687500001,0.512890625
2.213482375,0.25,1.59843750000001,0.512890625
2.217182625,-0.25,1.57265625000001,0.52578125
2.217998625,-0.25,1.55976562500001,0.512890625
2.219391125,0.25,1.57265625000001,0.512890625
2.219946125,0.25,1.58554687500001,0.512890625
2.22048925,0.25,1.59843750000001,0.512890625
2.2327045,-0.25,1.57265625000001,0.52578125
2.233729625,-0.25,1.55976562500001,0.512890625
2.2346505,-0.25,1.54687500000001,0.512890625
2.24024225,0.25,1.57265625000001,0.52578125
2.241484625,-0.25,1.55976562500001,0.512890625
2.242413875,-0.25,1.54687500000001,0.512890625
2.2468115,0.25,1.55976562500001,0.512890625
2.2525375,0.25,1.57265625000001,0.512890625
2.25488925,-0.25,1.55976562500001,0.512890625
2.255405625,-0.25,1.54687500000001,0.512890625
2.255848375,-0.25,1.53398437500001,0.512890625
2.256853,-0.25,1.50820312500001,0.52578125
2.260037625,0.25,1.55976562500001,0.5515625
2.261750125,0.25,1.58554687500001,0.52578125
2.26430625,-0.25,1.55976562500001,0.52578125
2.265369375,-0.25,1.54687500000001,0.512890625
2.27112325,0.25,1.55976562500001,0.512890625
2.2720145,0.25,1.57265625000001,0.512890625
2.273190625,0.25,1.58554687500001,0.512890625
2.28183225,-0.25,1.55976562500001,0.52578125
2.282603875,-0.25,1.54687500000001,0.512890625
2.285563125,0.25,1.55976562500001,0.512890625
2.28631425,0.25,1.57265625000001,0.512890625
2.2872895,0.25,1.58554687500001,0.512890625
2.290139625,-0.25,1.55976562500001,0.52578125
2.292218125,-0.25,1.53398437500001,0.52578125
2.318988875,0.25,1.55976562500001,0.52578125
2.32146325,-0.25,1.54687500000001,0.512890625
2.322089875,-0.25,1.53398437500001,0.512890625
2.322736875,-0.25,1.52109375000001,0.512890625
2.3296055,0.25,1.54687500000001,0.52578125
2.334007625,-0.25,1.53398437500001,0.512890625
2.336805,0.25,1.54687500000001,0.512890625
2.338258875,0.25,1.55976562500001,0.512890625
2.34126025,-0.25,1.54687500000001,0.512890625
2.34350625,0.25,1.55976562500001,0.512890625
2.3486375,0.25,1.57265625000001,0.512890625
2.349353125,0.25,1.58554687500001,0.512890625
2.34992375,0.25,1.59843750000001,0.512890625
2.35135375,0.25,1.62421875000001,0.52578125
2.386900625,-0.25,1.57265625000001,0.5515625
2.390715,-0.25,1.54687500000001,0.52578125
2.39174575,-0.25,1.52109375000001,0.52578125
2.392461125,-0.25,1.49531250000001,0.52578125
2.394166,-0.25,1.44375000000001,0.5515625
2.415431375,0.25,1.54687500000001,0.603125
2.4314795,-0.25,1.49531250000001,0.5515625
2.435296625,0.25,1.52109375000001,0.52578125
2.4378775,-0.25,1.50820312500001,0.512890625
2.438498875,-0.25,1.49531250000001,0.512890625
2.43915425,-0.25,1.48242187500001,0.512890625
2.44859075,0.25,1.50820312500001,0.52578125
2.45058,-0.25,1.49531250000001,0.512890625
2.45125875,-0.25,1.48242187500001,0.512890625
2.451902375,-0.25,1.46953125000001,0.512890625
2.454962625,0.25,1.49531250000001,0.52578125
2.458841875,-0.25,1.46953125000001,0.52578125
2.459898375,-0.25,1.45664062500001,0.512890625
2.4660645,-0.25,1.44375000000001,0.512890625
2.467961625,0.25,1.45664062500001,0.512890625
2.472028375,-0.25,1.44375000000001,0.512890625
2.473394125,0.25,1.45664062500001,0.512890625
2.474176375,0.25,1.46953125000001,0.512890625
2.475329875,0.25,1.48242187500001,0.512890625
2.477979625,-0.25,1.45664062500001,0.52578125
2.481562125,0.25,1.48242187500001,0.52578125
2.482589875,0.25,1.49531250000001,0.512890625
2.48577325,0.25,1.50820312500001,0.512890625
2.486877125,0.25,1.52109375000001,0.512890625
2.487825625,0.25,1.53398437500001,0.512890625
2.50359525,-0.25,1.50820312500001,0.52578125
2.509508125,-0.25,1.49531250000001,0.512890625
2.510142375,-0.25,1.48242187500001,0.512890625
2.510918375,-0.25,1.46953125000001,0.512890625
2.513374,0.25,1.49531250000001,0.52578125
2.517402875,-0.25,1.44375000000001,0.5515625
2.524237625,-0.25,1.41796875000001,0.52578125
2.525032,-0.25,1.40507812500001,0.512890625
2.528006125,0.25,1.41796875000001,0.512890625
2.53010675,0.25,1.43085937500001,0.512890625
2.530810125,0.25,1.44375000000001,0.512890625
2.531593,0.25,1.46953125000001,0.52578125
2.532680625,0.25,1.52109375000001,0.5515625
2.534936125,0.25,1.62421875000001,0.603125
2.53690775,0.25,1.72734375000001,0.603125
2.5382615,0.25,1.83046875000001,0.603125
2.539321875,0.25,1.93359375000001,0.603125
2.540269625,0.25,2.03671875000001,0.603125
2.54114725,0.25,2.13984375000001,0.603125
2.541988625,0.25,2.24296875000001,0.603125
2.54282425,0.25,2.34609375000001,0.603125
2.543651875,0.25,2.44921875000001,0.603125
2.544430125,0.25,2.55234375000001,0.603125
2.5451785,0.25,2.65546875000001,0.603125
2.545905375,0.25,2.75859375000001,0.603125
2.546632875,0.25,2.86171875000001,0.603125
2.547378125,0.25,2.96484375000001,0.603125
2.548185,0.25,3.06796875000001,0.603125
2.549346875,0.25,3.17109375000001,0.603125
2.5597275,-0.25,3.06796875000001,0.603125
2.5630995,-0.25,3.01640625000001,0.5515625
2.564416875,-0.25,2.96484375,0.5515625
2.56500075,-0.25,2.91328125,0.5515625
2.565721625,-0.25,2.81015625,0.603125
2.56626,-0.25,2.70703125,0.603125
